111,001,010,011,100,101,110,
111,001,010,011,100,110,101,
111,001,010,011,101,100,110,
111,001,010,011,101,110,100,
111,001,010,011,110,101,100,
111,001,010,011,110,100,101,
111,001,010,100,011,101,110,
111,001,010,100,011,110,101,
111,001,010,100,101,011,110,
111,001,010,100,101,110,011,
111,001,010,100,110,101,011,
111,001,010,100,110,011,101,
111,001,010,101,100,011,110,
111,001,010,101,100,110,011,
111,001,010,101,011,100,110,
111,001,010,101,011,110,100,
111,001,010,101,110,011,100,
111,001,010,101,110,100,011,
111,001,010,110,100,101,011,
111,001,010,110,100,011,101,
111,001,010,110,101,100,011,
111,001,010,110,101,011,100,
111,001,010,110,011,101,100,
111,001,010,110,011,100,101,
111,001,011,010,100,101,110,
111,001,011,010,100,110,101,
111,001,011,010,101,100,110,
111,001,011,010,101,110,100,
111,001,011,010,110,101,100,
111,001,011,010,110,100,101,
111,001,011,100,010,101,110,
111,001,011,100,010,110,101,
111,001,011,100,101,010,110,
111,001,011,100,101,110,010,
111,001,011,100,110,101,010,
111,001,011,100,110,010,101,
111,001,011,101,100,010,110,
111,001,011,101,100,110,010,
111,001,011,101,010,100,110,
111,001,011,101,010,110,100,
111,001,011,101,110,010,100,
111,001,011,101,110,100,010,
111,001,011,110,100,101,010,
111,001,011,110,100,010,101,
111,001,011,110,101,100,010,
111,001,011,110,101,010,100,
111,001,011,110,010,101,100,
111,001,011,110,010,100,101,
111,001,100,011,010,101,110,
111,001,100,011,010,110,101,
111,001,100,011,101,010,110,
111,001,100,011,101,110,010,
111,001,100,011,110,101,010,
111,001,100,011,110,010,101,
111,001,100,010,011,101,110,
111,001,100,010,011,110,101,
111,001,100,010,101,011,110,
111,001,100,010,101,110,011,
111,001,100,010,110,101,011,
111,001,100,010,110,011,101,
111,001,100,101,010,011,110,
111,001,100,101,010,110,011,
111,001,100,101,011,010,110,
111,001,100,101,011,110,010,
111,001,100,101,110,011,010,
111,001,100,101,110,010,011,
111,001,100,110,010,101,011,
111,001,100,110,010,011,101,
111,001,100,110,101,010,011,
111,001,100,110,101,011,010,
111,001,100,110,011,101,010,
111,001,100,110,011,010,101,
111,001,101,011,100,010,110,
111,001,101,011,100,110,010,
111,001,101,011,010,100,110,
111,001,101,011,010,110,100,
111,001,101,011,110,010,100,
111,001,101,011,110,100,010,
111,001,101,100,011,010,110,
111,001,101,100,011,110,010,
111,001,101,100,010,011,110,
111,001,101,100,010,110,011,
111,001,101,100,110,010,011,
111,001,101,100,110,011,010,
111,001,101,010,100,011,110,
111,001,101,010,100,110,011,
111,001,101,010,011,100,110,
111,001,101,010,011,110,100,
111,001,101,010,110,011,100,
111,001,101,010,110,100,011,
111,001,101,110,100,010,011,
111,001,101,110,100,011,010,
111,001,101,110,010,100,011,
111,001,101,110,010,011,100,
111,001,101,110,011,010,100,
111,001,101,110,011,100,010,
111,001,110,011,100,101,010,
111,001,110,011,100,010,101,
111,001,110,011,101,100,010,
111,001,110,011,101,010,100,
111,001,110,011,010,101,100,
111,001,110,011,010,100,101,
111,001,110,100,011,101,010,
111,001,110,100,011,010,101,
111,001,110,100,101,011,010,
111,001,110,100,101,010,011,
111,001,110,100,010,101,011,
111,001,110,100,010,011,101,
111,001,110,101,100,011,010,
111,001,110,101,100,010,011,
111,001,110,101,011,100,010,
111,001,110,101,011,010,100,
111,001,110,101,010,011,100,
111,001,110,101,010,100,011,
111,001,110,010,100,101,011,
111,001,110,010,100,011,101,
111,001,110,010,101,100,011,
111,001,110,010,101,011,100,
111,001,110,010,011,101,100,
111,001,110,010,011,100,101,
111,010,001,011,100,101,110,
111,010,001,011,100,110,101,
111,010,001,011,101,100,110,
111,010,001,011,101,110,100,
111,010,001,011,110,101,100,
111,010,001,011,110,100,101,
111,010,001,100,011,101,110,
111,010,001,100,011,110,101,
111,010,001,100,101,011,110,
111,010,001,100,101,110,011,
111,010,001,100,110,101,011,
111,010,001,100,110,011,101,
111,010,001,101,100,011,110,
111,010,001,101,100,110,011,
111,010,001,101,011,100,110,
111,010,001,101,011,110,100,
111,010,001,101,110,011,100,
111,010,001,101,110,100,011,
111,010,001,110,100,101,011,
111,010,001,110,100,011,101,
111,010,001,110,101,100,011,
111,010,001,110,101,011,100,
111,010,001,110,011,101,100,
